"","COI.0421.2Brn.Up.1","COI.0421.2Brn.Up.3","COI.0421.3Chk.Dn.1","COI.0421.4Pad.Up11.3","COI.0421.5Sqm.Dn.2","COI.0421.5Sqm.Up.2","COI.0821.3Chk.Up.2","COI.0821.4Pad.Dn.1","COI.0821.4Pad.Up11.1","COI.0821.4Pad.Up5.2","COI.Kangaroo.Run.2"
"NA__NA__NA__NA__NA__NA__NA__Seq_05776",0,0,0,4,36,16,10,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05777",0,0,0,65,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05778",0,0,0,64,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05779",0,0,0,63,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05780",0,0,0,62,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05781",0,0,0,62,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05782",0,0,0,20,29,13,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05783",0,0,0,34,0,0,0,0,16,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05784",0,0,0,10,0,0,0,12,0,38,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05785",0,0,0,9,0,0,0,0,0,51,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_05786",0,0,0,59,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05787",0,0,0,59,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05788",0,0,0,59,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05789",0,0,0,18,2,12,27,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05790",0,0,0,4,54,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05791",0,0,0,57,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05792",0,0,0,24,33,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05793",0,0,0,4,0,0,0,13,27,12,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_05794",0,0,0,55,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05795",0,0,0,54,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05796",0,0,0,54,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05797",0,0,0,53,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05798",0,0,0,53,0,0,0,0,0,0,0
"NA__NA__NA__Himatismenida__Cochliopodiidae__Cochliopodium__NA__Seq_05799",0,0,0,53,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05800",0,0,0,52,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05801",0,0,0,52,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05802",0,0,0,51,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05803",0,0,0,51,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05804",0,0,0,50,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05805",0,0,0,49,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05806",0,0,0,32,0,0,0,0,6,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05807",0,0,0,2,0,35,0,12,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05808",0,0,0,48,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05809",0,0,0,47,0,0,0,0,0,0,0
"Metazoa__Cnidaria__Hydrozoa__Anthoathecata__Hydridae__Hydra__Hydra vulgaris__Seq_05810",0,0,0,5,0,0,0,0,22,20,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05811",0,0,0,46,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05812",0,0,0,46,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05813",0,0,0,46,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05814",0,0,0,46,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05815",0,0,0,46,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05816",0,0,0,45,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05817",0,0,0,7,0,0,9,0,0,29,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05818",0,0,0,43,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05819",0,0,0,42,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05820",0,0,0,42,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05821",0,0,0,26,0,0,0,0,0,16,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05822",0,0,0,18,10,14,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05823",0,0,0,41,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05824",0,0,0,41,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05825",0,0,0,41,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05826",0,0,0,10,0,0,0,31,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05827",0,0,0,3,0,0,0,0,13,25,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05828",0,0,0,40,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05829",0,0,0,40,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05830",0,0,0,40,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05831",0,0,0,4,0,7,23,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05832",0,0,0,39,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05833",0,0,0,17,0,0,0,13,0,9,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_05834",0,0,0,5,22,12,0,0,0,0,0
"NA__NA__Oomycetes__Peronosporales__Peronosporaceae__NA__NA__Seq_05835",0,0,0,5,15,0,19,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05836",0,0,0,38,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05837",0,0,0,38,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05838",0,0,0,38,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05839",0,0,0,38,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05840",0,0,0,37,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05841",0,0,0,37,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05842",0,0,0,37,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05843",0,0,0,37,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05844",0,0,0,37,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05845",0,0,0,36,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05846",0,0,0,36,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05847",0,0,0,7,13,6,0,0,10,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05848",0,0,0,35,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05849",0,0,0,22,13,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05850",0,0,0,18,17,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05851",0,0,0,21,0,0,0,0,13,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05852",0,0,0,3,0,0,0,0,8,23,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05853",0,0,0,33,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05854",0,0,0,33,0,0,0,0,0,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_05855",0,0,0,31,0,0,0,0,2,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05856",0,0,0,9,5,0,0,0,19,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05857",0,0,0,32,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05858",0,0,0,32,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05859",0,0,0,32,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05860",0,0,0,32,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05861",0,0,0,32,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05862",0,0,0,32,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05863",0,0,0,3,5,0,0,0,0,24,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05864",0,0,0,31,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05865",0,0,0,31,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05866",0,0,0,8,0,0,0,8,15,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05867",0,0,0,30,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05868",0,0,0,30,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05869",0,0,0,29,0,0,0,0,0,0,0
"NA__NA__Florideophyceae__NA__NA__NA__NA__Seq_05870",0,0,0,8,0,0,0,0,0,21,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_05871",0,0,0,28,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05872",0,0,0,28,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05873",0,0,0,24,0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05874",0,0,0,8,0,0,0,0,6,14,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05875",0,0,0,7,0,21,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05876",0,0,0,27,0,0,0,0,0,0,0
"Metazoa__Rotifera__Monogononta__Ploima__Synchaetidae__Synchaeta__NA__Seq_05877",0,0,0,27,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05878",0,0,0,27,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05879",0,0,0,27,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05880",0,0,0,27,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05881",0,0,0,26,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05882",0,0,0,26,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05883",0,0,0,26,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05884",0,0,0,16,0,0,0,10,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_05885",0,0,0,2,0,9,0,15,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05886",0,0,0,25,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05887",0,0,0,25,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05888",0,0,0,25,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_05889",0,0,0,7,0,0,18,0,0,0,0
"Metazoa__Rotifera__Monogononta__Ploima__Synchaetidae__Synchaeta__NA__Seq_05890",0,0,0,24,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05891",0,0,0,24,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05892",0,0,0,24,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05893",0,0,0,24,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05894",0,0,0,24,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05895",0,0,0,24,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05896",0,0,0,23,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05897",0,0,0,23,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05898",0,0,0,19,4,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05899",0,0,0,11,10,2,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05900",0,0,0,7,0,0,0,0,8,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05901",0,0,0,22,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05902",0,0,0,22,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05903",0,0,0,17,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05904",0,0,0,13,0,0,0,0,0,9,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_05905",0,0,0,13,0,0,0,9,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05906",0,0,0,21,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05907",0,0,0,21,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05908",0,0,0,21,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05909",0,0,0,20,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05910",0,0,0,20,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05911",0,0,0,20,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05912",0,0,0,20,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05913",0,0,0,20,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05914",0,0,0,20,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05915",0,0,0,20,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05916",0,0,0,16,0,0,0,4,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05917",0,0,0,15,0,5,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05918",0,0,0,4,0,0,0,0,0,16,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05919",0,0,0,19,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_05920",0,0,0,19,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05921",0,0,0,19,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05922",0,0,0,19,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05923",0,0,0,8,0,11,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05924",0,0,0,8,0,0,0,11,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05925",0,0,0,18,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05926",0,0,0,18,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05927",0,0,0,18,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05928",0,0,0,18,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05929",0,0,0,18,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05930",0,0,0,18,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05931",0,0,0,18,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05932",0,0,0,7,0,0,0,0,0,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05933",0,0,0,5,0,0,0,0,0,13,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05934",0,0,0,17,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05935",0,0,0,17,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05936",0,0,0,17,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05937",0,0,0,17,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05938",0,0,0,17,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05939",0,0,0,17,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05940",0,0,0,8,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05941",0,0,0,4,13,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05942",0,0,0,2,0,0,0,0,0,15,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05943",0,0,0,16,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05944",0,0,0,16,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05945",0,0,0,16,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05946",0,0,0,16,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05947",0,0,0,16,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05948",0,0,0,16,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05949",0,0,0,16,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05950",0,0,0,16,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05951",0,0,0,15,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05952",0,0,0,15,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05953",0,0,0,15,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05954",0,0,0,15,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05955",0,0,0,15,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05956",0,0,0,15,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05957",0,0,0,15,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05958",0,0,0,15,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05959",0,0,0,5,0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05960",0,0,0,2,0,0,11,0,0,2,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05961",0,0,0,14,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05962",0,0,0,14,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05963",0,0,0,14,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05964",0,0,0,14,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05965",0,0,0,14,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05966",0,0,0,14,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05967",0,0,0,14,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05968",0,0,0,14,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05969",0,0,0,14,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05970",0,0,0,14,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05971",0,0,0,14,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05972",0,0,0,5,0,0,9,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05973",0,0,0,13,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05974",0,0,0,13,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05975",0,0,0,13,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05976",0,0,0,13,0,0,0,0,0,0,0
"Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Seq_05977",0,0,0,13,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05978",0,0,0,13,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05979",0,0,0,13,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05980",0,0,0,13,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05981",0,0,0,6,0,0,0,0,7,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05982",0,0,0,12,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05983",0,0,0,12,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05984",0,0,0,12,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05985",0,0,0,12,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05986",0,0,0,12,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05987",0,0,0,12,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05988",0,0,0,12,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05989",0,0,0,12,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05990",0,0,0,12,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05991",0,0,0,12,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05992",0,0,0,12,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05993",0,0,0,9,0,0,0,0,0,3,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05994",0,0,0,8,0,4,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05995",0,0,0,8,0,0,0,4,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05996",0,0,0,8,0,0,0,0,0,4,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05997",0,0,0,5,0,0,7,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05998",0,0,0,2,4,6,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05999",0,0,0,11,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06000",0,0,0,11,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06001",0,0,0,11,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06002",0,0,0,11,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06003",0,0,0,11,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06004",0,0,0,11,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06005",0,0,0,11,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06006",0,0,0,11,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06007",0,0,0,11,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06008",0,0,0,8,0,0,0,0,0,3,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06009",0,0,0,5,0,0,0,6,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06010",0,0,0,5,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06011",0,0,0,10,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06012",0,0,0,10,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06013",0,0,0,10,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06014",0,0,0,10,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06015",0,0,0,10,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06016",0,0,0,10,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06017",0,0,0,10,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06018",0,0,0,10,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06019",0,0,0,10,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06020",0,0,0,10,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06021",0,0,0,10,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06022",0,0,0,10,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06023",0,0,0,10,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06024",0,0,0,10,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06025",0,0,0,10,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06026",0,0,0,10,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_06027",0,0,0,10,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06028",0,0,0,6,0,0,0,0,0,4,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06029",0,0,0,9,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06030",0,0,0,9,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06031",0,0,0,9,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06032",0,0,0,9,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06033",0,0,0,9,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06034",0,0,0,9,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06035",0,0,0,9,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_06036",0,0,0,9,0,0,0,0,0,0,0
"Metazoa__Cnidaria__Hydrozoa__Anthoathecata__Hydridae__Hydra__NA__Seq_06037",0,0,0,9,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06038",0,0,0,9,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06039",0,0,0,9,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06040",0,0,0,9,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06041",0,0,0,9,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_06042",0,0,0,9,0,0,0,0,0,0,0
